,形容词中,性别偏度GS_x,情感极性_x,情感强度_x,情感分类_x,score,score_literature,score_renmin,score_weibo,score_zhihu,形容词
240,纯情,2.731481481,1,5,赞扬,-0.342983553,0.63140147,0.324942734,0.847543395,0.303258997,pure
241,温顺,2.296296296,1,1,赞扬,0.331505707,-0.034030304,0.808218898,1.234158626,0.901493421,meek
242,卑劣,3.259259259,2,9,贬责,0.211006678,-0.882146439,0.545118764,0.454474241,1.005979075,mean
243,清高,3.055555556,1,5,赞扬,0.332361902,0.537871011,-1.073458174,-0.525357867,-0.608053216,noble
244,圆滑,3.398148148,2,1,贬责,-0.578036388,-0.432342147,-0.684967439,1.117661391,-0.357789352,smooth
245,淡然,2.962962963,1,3,安心,-0.376062286,-0.588227837,-1.563456367,0.350602921,-0.205924586,light-hearted
246,高洁,2.537037037,1,5,赞扬,1.387471488,0.267998899,0.274268092,0.195479753,-0.466887802,noble
247,和善,2.925925926,1,5,赞扬,-0.100738225,-0.355220929,-0.02066632,0.450112283,-0.534033154,kind
248,俊秀,3.657407407,1,5,赞扬,-0.642360442,0.225529405,1.280620904,1.028256434,-0.312377336,elegant
249,谦和,3.25,1,5,赞扬,-0.056099358,0.138952373,1.011835493,0.851431448,-1.042970654,modest
250,闲散,3.203703704,2,1,贬责,-0.036096703,-0.786365952,1.256419311,1.065068534,-0.24355892,leisurely
251,妖娆,1.546296296,1,5,赞扬,0.20203808,-0.192686128,0.422679833,0.321873963,-0.506110768,enchanting
252,儒雅,4.074074074,1,5,赞扬,-0.339595234,-0.877718219,0.418659901,0.386373322,-0.705708123,elegant
253,懵懂,2.833333333,2,9,贬责,-0.251649736,-0.025186115,-0.128649275,0.086926594,-0.791387105,ignorant
254,用功,3.074074074,1,5,赞扬,-0.559484412,0.801704349,0.098373221,0.601898895,-0.931527502,hard-working
255,直率,3.12962963,1,5,赞扬,0.207249761,-0.168498121,0.063828085,0.560764542,-0.617158741,straightforward
256,自满,3.138888889,2,3,贬责,0.200169525,-0.197743565,-0.364194968,0.218132112,-0.593988279,complacent
257,坦荡,3.37962963,1,7,赞扬,-0.320963279,-1.635992996,-0.056350615,-0.302072541,-0.58944531,frank
258,温婉,1.472222222,1,3,赞扬,0.183380927,0.059195128,0.510940423,0.927212456,-0.873795864,gentle
259,孤僻,3.185185185,2,1,贬责,-0.236077072,0.129983379,-0.325672684,0.108713604,-0.348961694,aloof
260,忠贞,2.074074074,1,5,赞扬,0.80217523,0.003433198,-0.795689411,0.523779652,0.237808515,loyal
261,呆板,3.240740741,2,3,贬责,-1.349050853,0.542202775,-0.011242056,1.410215889,0.402793954,Dull
262,随和,3.064814815,1,3,赞扬,-0.81101646,-0.113629374,-0.555034535,0.691835683,-0.801530383,easy-going
263,泼辣,1.574074074,2,7,贬责,1.169829115,-0.290645704,0.659147135,-0.152582097,-0.301944383,spirited
264,刻薄,2.75,2,7,贬责,0.852687323,0.40692468,0.314183443,0.692301059,-0.268292268,mean
265,刚强,3.657407407,1,5,赞扬,0.865503435,-0.177404165,0.359323723,-0.348064508,-0.769501315,Strong
266,俊美,3.527777778,1,5,赞扬,-0.128509085,-0.251624876,0.834493931,0.856178986,-0.333198351,handsome
267,狠心,2.990740741,2,5,贬责,0.850684553,0.51281471,-0.141475229,-0.03578832,-0.034333371,ruthless
268,文雅,3.009259259,1,7,赞扬,-0.026503002,0.495955007,1.011983923,0.192819915,-0.227422313,elegant
269,魁梧,4.648148148,1,3,赞扬,-0.283836634,-0.659052218,0.721695007,0.174668706,-0.053833033,sturdy
270,凶悍,3.444444444,2,3,贬责,0.102772114,-0.769149704,0.228884083,0.077194568,-0.38802108,fierce
271,称职,3.092592593,1,5,赞扬,-0.125300707,-0.160495707,0.368261522,0.50542285,0.106191722,competent
272,鲁莽,3.768518519,2,5,贬责,0.475067183,-0.12462683,-0.042325806,0.367143631,-0.601898495,reckless
273,忠厚,3.703703704,1,5,赞扬,0.985882965,0.146928487,0.332818584,0.050292865,-0.757890445,loyal
274,小气,2.916666667,2,7,贬责,-0.267161122,0.347043864,-0.653385483,0.636376166,0.033272236,petty
275,机敏,3.157407407,1,5,赞扬,0.24886701,-0.874590483,0.52019507,0.000182851,0.191354155,quick-witted
276,心急,3,0,3,慌,0.188937744,-0.341040376,-0.593052993,0.437285422,-0.020973907,impatient
277,狡诈,3.611111111,2,5,贬责,-0.178593706,-0.867408185,0.002586165,0.205561734,-0.231359283,Cunning
278,老练,3.314814815,1,3,赞扬,0.022122204,-1.437430003,0.841377669,0.427959851,0.286915271,Sophisticated
279,苗条,1.685185185,1,5,赞扬,-0.164637482,-0.139830467,0.941321648,0.951278832,-0.117928073,slim
280,迷糊,2.935185185,0,5,烦闷,-0.183424477,-0.45931659,-0.774721976,0.551865903,0.762409358,confused
281,邋遢,3.453703704,2,7,贬责,-0.3614137,-0.171059474,0.322081207,0.011661099,0.523942128,sloppy
282,死板,3.25,2,3,贬责,-1.709348787,0.231278976,-0.391980517,0.551110784,-0.162394026,rigid
283,苍老,3.222222222,0,5,悲伤,-0.022595486,0.584071375,0.769527673,0.525985066,-0.841275107,old
284,矜持,2.083333333,1,5,羞,-0.150224733,0.483975378,0.411224416,-0.023924605,-0.928937865,reserved
285,利索,2.888888889,1,3,赞扬,-0.93969562,-0.359275876,1.033940381,0.241957929,-0.300730653,sharp
286,雄健,4.564814815,1,5,赞扬,0.264736263,-0.608630854,0.423461984,0.269857831,-0.946403757,robust
287,勤快,2.87037037,1,5,赞扬,-1.017016438,-0.144110647,-0.696034425,0.491676294,-0.633731404,diligent
288,粗鲁,3.916666667,2,5,贬责,-0.261741195,-0.43521768,0.003955905,1.087319168,0.832742408,rude
289,聪颖,2.453703704,1,5,赞扬,1.470564838,0.318741377,0.840160378,-0.267398072,-0.485817405,intelligent
290,懒散,3.175925926,2,5,贬责,-0.691756,-0.524904744,-0.107551725,0.038649804,-0.563090464,lazy
291,率真,3.009259259,1,5,喜爱,0.668785356,-0.499297188,-0.009850365,0.661235855,-0.710203098,frank and sincere
292,粗俗,3.62037037,2,7,贬责,-0.590432532,-0.040632412,0.119220363,0.684249963,-0.075484351,coarse
293,好客,3.101851852,1,3,赞扬,-0.180803403,-0.789653247,0.6054326,0.355296733,0.128150556,hospitable
294,冷峻,3.888888889,2,5,贬责,-0.660549927,-0.092358722,0.361504895,1.135940517,0.144538719,cold
295,谦卑,3.314814815,0,5,尊敬,0.501782755,0.129901641,0.211272545,0.618029048,-0.542179576,humble
296,拖拉,2.962962963,2,3,贬责,-0.518788033,-0.043215674,-0.432898302,0.7223941,0.046486184,dragging
297,奢靡,2.981481481,2,7,贬责,1.068772589,0.286249087,-1.562901717,0.16476664,-0.533478065,extravagant
298,英武,4.324074074,1,7,赞扬,0.721088132,-0.526891563,0.405485397,0.74749917,-0.710873232,heroic
299,窝囊,4.037037037,2,7,贬责,-0.524930235,0.568727093,-0.374931645,-0.331040536,0.855522447,weak
300,散漫,3.064814815,2,5,贬责,-0.412771574,-0.58578408,-0.03899848,0.867570473,-0.416670616,diffident
301,贪心,3.037037037,2,7,贬责,-0.692320859,0.490730965,-0.299425539,0.642603378,0.442693359,greedy
302,拘谨,2.935185185,0,3,烦闷,-0.418674857,-0.589581252,0.299501465,0.167898473,-0.123315807,restrained
303,放荡,2.712962963,2,5,贬责,0.792290083,0.268216633,-0.077905593,-0.00301674,-0.430452347,slutty
304,专横,3.333333333,2,5,贬责,0.37430815,0.596769125,0.096527491,0.256118514,-0.756764795,domineering
305,刚健,4.388888889,1,5,赞扬,0.332502684,-0.565921798,0.414429328,0.27970886,-0.521383889,robust
306,俏丽,1.333333333,1,5,赞扬,0.64234124,0.842321768,0.968689206,0.534230574,-0.283290906,pretty
307,孱弱,2.888888889,2,3,贬责,-0.182892574,-0.742194252,0.620965946,0.219550686,-0.439745341,frail
308,冷冰冰,2.611111111,2,5,贬责,-0.672101691,1.018113367,-1.320140477,0.460204036,-0.69807644,cold
309,狠毒,2.888888889,2,7,贬责,0.577354817,-0.468182395,1.213487355,0.454024576,0.476617859,vicious
310,昏庸,3.990740741,2,7,贬责,0.223349871,0.221951412,-0.466446627,0.040553898,-0.345800517,Faint
311,明净,3.083333333,1,3,赞扬,0.103633127,0.188587278,0.348157163,0.59391772,-0.227716781,bright and clean
312,荒淫,4.12037037,2,7,贬责,1.011010178,0.117614244,0.057454276,0.136090689,-0.409386232,despicable
313,多疑,2.87037037,2,3,贬责,0.476284986,-0.115350818,-0.363345423,0.095407057,-0.288062542,suspicious
314,轻狂,3.833333333,2,7,贬责,-0.060737725,0.220113973,-0.229225936,0.101961135,-0.12098546,frivolous
315,恬淡,2.62962963,1,9,安心,0.158067472,0.074522308,-0.251414623,0.317525388,-0.593980197,indifferent
316,世故,3.287037037,2,5,贬责,0.013245836,0.097848299,0.047212053,-0.10676371,-0.705384301,worldly
317,显贵,3.333333333,1,3,赞扬,0.652519405,-0.593276699,-0.904211867,0.644580755,-0.260232782,noble
318,机警,3.222222222,1,5,赞扬,-5.06E-05,-0.760596019,0.42458081,0.49710652,-0.141720041,alert
319,轻浮,2.87962963,2,7,贬责,0.088559805,0.29011363,-0.074200911,-0.05693883,-0.618355492,frivolous
320,刚烈,2.907407407,1,5,赞扬,0.758616837,-0.040539264,-0.053185378,0.602892421,0.194102915,strong
321,骄横,3.166666667,2,5,贬责,0.408040348,-0.7422873,0.163670087,0.366295988,-0.234131729,arrogant
322,堂堂正正,3.62962963,1,7,赞扬,0.037355477,-0.344860768,-0.778586112,-0.338727649,-0.689364901,dignified
323,亲善,3.046296296,0,3,喜爱,0.292560059,0.010662392,0.972065695,0.442926925,0.28325441,kind
324,丰腴,1.425925926,1,3,赞扬,0.517294911,0.987226756,0.456953246,-0.303301041,-0.557656311,fertile
325,贤惠,1.37962963,1,5,赞扬,0.83479396,0.216197856,0.782455454,-0.466634431,-0.063234551,virtuous
326,无恶不作,3.601851852,2,7,贬责,0.367182035,-0.853724245,-0.198223415,-0.075616001,0.325600569,evil-free
327,阴郁,3.240740741,0,5,烦闷,-0.595412285,-0.198952896,-0.409857194,1.473416173,-0.011071846,gloomy
328,壮实,4.453703704,1,3,赞扬,-0.373442754,0.050526326,0.542231085,0.443012297,-0.2269969,strong and sturdy
329,财大气粗,3.907407407,3,3,赞扬,-0.456638789,-0.608821614,-0.596581623,0.036011701,-0.70745855,wealthy
330,执拗,3.185185185,2,3,贬责,-0.014351873,0.617127705,-0.263316153,-0.062596573,-0.426848068,stubborn
331,秀气,2.601851852,1,7,赞扬,-0.49004006,0.61495856,0.72013423,-0.213384296,-0.484682651,delicate
332,娇羞,1.462962963,1,5,羞,0.281435268,0.448475373,0.498422705,0.403442625,0.035347831,shy
333,恶狠狠,3.305555556,2,7,憎恶,-0.303431705,0.177631793,0.491139801,-0.541829492,0.472180152,vicious
334,老成,3.638888889,0,5,赞扬,-0.253858422,0.275596294,0.457711345,0.306198811,-0.415162656,old fashioned
335,低能,3.092592593,2,5,贬责,-0.095800074,0.526096693,-0.388101265,0.103328885,0.718231526,low energy
336,风风火火,2.916666667,0,5,慌,-0.509795634,-0.654178419,0.736412597,-0.349584213,0.003350748,windy
337,奸诈,3.675925926,2,9,贬责,0.277552472,-0.848928205,-0.14972005,0.109355395,0.05446571,treacherous
338,坚忍,3.166666667,1,5,赞扬,1.154242675,-0.004750145,-0.162122238,-0.266382544,-0.551048986,stoic
339,孤傲,3.212962963,2,7,贬责,-0.1285518,-0.887739692,0.110436566,0.636798174,-0.907963463,arrogant
340,肥壮,4.064814815,1,3,赞扬,-0.706606127,-0.197538487,0.762936347,0.309549323,0.453959143,fat
341,大大咧咧,2.981481481,2,5,贬责,-1.067825621,-0.461482591,-0.311919411,0.350375322,-0.165899362,big-headed
342,俗气,3.046296296,2,5,贬责,-0.712822209,0.852756616,-0.413594755,-0.002592434,-0.088397666,vulgar
343,沉郁,3.25,0,3,烦闷,-0.144731262,-0.03278338,-0.098710371,1.034776042,-0.347415304,somber
344,俊俏,3.12962963,1,5,赞扬,0.810461818,-0.03044966,0.923007371,0.536553801,-0.669465761,charming
345,坚贞,1.962962963,1,5,赞扬,1.364646438,0.22750832,-0.099082395,0.591079431,-0.551894104,chaste
346,木讷,3.416666667,2,3,憎恶,-0.844331539,0.65099402,0.241060928,0.281788586,-0.379554185,wooden
347,势利,2.972222222,2,7,贬责,-0.01939851,0.0672665,-0.490662089,0.418730694,-0.199154234,snobbish
348,贤能,3.092592593,1,7,赞扬,0.783957986,0.502801288,-0.348099524,-0.148026265,-0.401523859,capable
349,伶俐,2.083333333,1,5,赞扬,0.526094296,-0.008530722,0.775038658,-0.086226158,0.018148938,clever
350,迂腐,3.712962963,2,7,贬责,-0.290784448,0.278584054,-0.008490652,0.533195207,-1.142045978,pedantic
351,阔绰,3.527777778,0,1,贬责,0.753238663,-0.102882805,-0.521335705,0.470639343,-0.7063857,broad-minded
352,卑贱,2.787037037,2,9,贬责,1.050985671,-0.817412682,-0.221958223,0.419444719,-0.241757253,lowly
353,愁苦,3.018518519,0,5,烦闷,0.656273414,-0.300022487,-0.241224605,0.452201093,-0.466616023,sorrowful
354,率直,3.166666667,1,5,赞扬,0.061446566,0.512623564,0.187720148,0.06521167,-0.33925259,straightforward
355,谦恭,3.305555556,1,5,赞扬,0.324145953,-0.358461082,-0.064350059,0.565571424,0.168221464,modest
356,直爽,3.148148148,1,5,赞扬,-0.345799521,-0.36721731,-0.398732206,0.199319207,-0.334492911,straightforward
357,傻乎乎,3.111111111,0,3,贬责,-0.951970878,-0.201071845,-0.07751804,-0.011365683,0.895216256,silly
358,磊落,3.5,1,5,赞扬,0.626777677,-0.541820926,-0.310255473,0.284057388,-0.710746022,straightforward
359,剽悍,3.898148148,2,3,憎恶,-0.427833865,-0.812475736,0.252678639,0.469111419,0.082305229,swarthy
360,寒酸,3.398148148,0,3,悲伤,-0.351860027,-0.167363176,-0.735220527,0.473146203,-0.191130889,shabby
361,莽撞,3.583333333,2,5,贬责,0.97522987,-0.446747579,0.17197692,0.067955259,-0.059256366,reckless
362,懒洋洋,3,0,3,贬责,-0.823359969,-0.840662852,-0.737943633,1.249070007,0.380394262,lazy
363,漠然,3.074074074,2,3,贬责,-1.073430854,0.095438213,-0.438713051,0.253914276,-0.346795408,indifferent
364,刚正,3.935185185,1,5,赞扬,0.852272171,-0.225201084,-0.624432882,-0.077865577,-0.755938899,stiff
365,狡黠,3.435185185,2,3,贬责,-0.069508692,-0.70443882,-0.301845434,0.016426367,-0.351451769,cunning
366,多愁善感,2.203703704,2,3,悲伤,0.019223094,0.360650005,0.093331823,1.190844661,-0.745873055,sentimental
367,勤恳,3.055555556,1,5,赞扬,0.438704739,-0.239381357,-0.119704101,-0.189326331,-0.941234199,diligent
368,马马虎虎,3.101851852,2,5,贬责,-1.179693424,0.699688955,-1.218114639,0.07468498,0.495764444,Sloppy
369,好强,3.055555556,1,5,赞扬,0.223202812,0.470724043,0.663534267,1.130175005,-0.174254567,strong
370,文质彬彬,4.203703704,1,7,赞扬,-0.556523799,-0.092196127,0.371953994,-0.053428206,-0.4813037,refined
371,缺德,3.12037037,2,7,贬责,-0.394357363,-0.286840884,-0.422801491,0.861389068,0.825145461,lacking in virtue
372,贤淑,1.305555556,1,5,赞扬,1.365619757,0.2625562,0.374719226,0.382919342,-0.405737734,virtuous
373,凶暴,4.185185185,2,7,贬责,0.379136308,-0.622407114,-0.099101352,0.227505999,0.036807995,violent
374,麻利,2.851851852,1,3,赞扬,-0.708877023,-0.505168548,-0.416409529,-0.500650531,0.479945654,quick
375,娇媚,1.203703704,1,5,赞扬,0.988222416,0.079279464,0.481447604,1.165666302,-0.551008483,charming
376,清瘦,3.324074074,0,7,悲伤,-0.360191445,0.300433266,0.54615266,0.455906735,-0.826437978,thin
377,老辣,3.648148148,2,5,贬责,-0.171678186,0.006288762,0.130238515,0.431914928,0.357033693,old and spicy
378,纤弱,1.648148148,2,5,贬责,1.170448348,-0.118617328,1.00352743,0.50475192,-0.472545447,frail
379,好胜,3.305555556,2,3,贬责,0.534580705,-0.242379489,-0.024559433,0.149338756,-0.147291513,aggressive
380,轻佻,2.416666667,2,7,贬责,1.997954617,-0.221718195,-0.142145965,0.839307779,-0.183405115,frivolous
381,圣明,3.962962963,1,9,赞扬,-1.277240057,0.030321876,-0.307697138,-0.130345521,0.006364751,saintly
382,假惺惺,3.027777778,2,5,贬责,-0.723369446,-0.0040867,0.336935413,0.253632856,-0.00705498,hypocritical
383,心灵手巧,1.787037037,1,9,赞扬,0.564713849,-0.130080634,0.959337645,0.245768873,0.395356714,dexterous
384,健硕,4.37037037,1,3,赞扬,-1.15150127,-0.309794082,0.652970738,-0.280468847,-0.11368466,sturdy
385,老谋深算,4.064814815,2,5,贬责,-0.290839297,-0.275952303,0.110862571,0.163462836,-0.250697841,resourceful
386,放浪,3.268518519,2,5,贬责,-0.043738403,-0.182653194,0.007930032,0.328383147,-0.586242194,dissipated
387,愚笨,3.351851852,2,7,贬责,-0.934359825,0.737667689,0.119375748,0.002728482,-0.191417912,foolish
388,孤苦,2.981481481,0,3,悲伤,1.364741293,-0.518069076,-0.132852104,0.339625271,-0.360078382,lonely
389,恭顺,2.935185185,0,7,尊敬,0.179714268,0.252836779,0.127475297,-0.032302984,-0.231285446,obedient
390,壮硕,4.601851852,1,3,赞扬,-1.105525886,-0.368481138,0.061336163,0.160287798,-0.045788565,sturdy
391,娴静,1.351851852,1,1,安心,1.892170362,0.164083159,0.570106462,0.751948062,-0.391757096,quiet
392,柔媚,1.259259259,1,1,赞扬,0.80802781,-0.405350466,0.16743463,1.012823233,-0.12738773,feminine
393,张狂,3.796296296,2,5,贬责,-0.384525284,-0.396420236,-0.711606437,0.281677706,-0.481270135,wild
394,锋芒毕露,3.435185185,2,1,贬责,-0.446884727,0.055543227,0.016604314,0.124138102,-0.719355634,sharp
395,精壮,4.425925926,1,5,赞扬,-0.950743405,-1.127110523,0.513758405,0.067392287,0.060333624,sturdy
396,清清白白,2.851851852,1,5,赞扬,-0.075453945,0.434582788,-0.728564809,-0.05919813,-0.116459698,Clear
397,温厚,3.453703704,1,3,赞扬,-0.210123647,0.363003805,0.628721207,0.015296303,-0.838183077,gentle and generous
398,阔气,3.453703704,2,1,贬责,0.548691591,-0.222488586,-0.799230422,0.507608651,-0.389331233,broad-minded
399,低贱,2.731481481,2,5,憎恶,0.98055053,-1.01463363,-0.94764307,0.34542697,0.44389892,lowly
400,油滑,3.824074074,2,3,贬责,0.183103919,-0.793173288,0.023764349,-0.333604333,-0.633148562,oily
401,愚钝,3.287037037,2,7,贬责,-0.232043389,-0.626190469,-0.174808625,0.684207171,0.275818773,stupid
402,冒失,3.175925926,2,3,贬责,0.010611194,0.338422959,-0.280231359,0.420465706,0.18059664,impudent
403,廉明,3.694444444,1,5,赞扬,-0.155067303,0.309329378,-0.82196582,0.206630555,-0.437275597,incorruptible
404,桀骜,3.759259259,0,3,贬责,0.632842663,0.131581253,0.030828089,0.438367131,-0.451720411,unruly
405,老实巴交,3.787037037,1,5,相信,-0.713914966,0.194610749,-0.0021414,0.120204031,0.457880921,Honest
406,明慧,2.398148148,1,3,赞扬,-0.174246865,0.217852269,-0.3842827,0.347226198,-0.315423329,intelligent
407,娇贵,1.75,2,1,贬责,1.121413013,-0.196790861,-0.375153949,0.454562661,0.095439217,delicate
408,疑神疑鬼,2.953703704,2,9,怀疑,0.209139542,-0.180158443,-0.829371625,0.235462669,-0.188399805,suspicious
409,木然,3.240740741,2,3,憎恶,-0.749616523,0.435966281,-0.408369876,0.170192824,0.374875517,mute
410,腰缠万贯,3.916666667,1,7,赞扬,-0.383594627,-0.392901682,-0.852280175,0.056320478,0.062117795,wealthy
411,扭捏,2.287037037,0,3,羞,-0.361514978,0.248517902,-0.108164612,0.525831446,-0.759695538,twisted
412,水灵灵,1.333333333,1,5,赞扬,-1.024272113,0.592164724,-0.116864397,-0.053250449,-0.044925116,watery
413,胖乎乎,3.037037037,0,3,喜爱,-1.060172284,0.435838203,0.257058349,-0.088763444,0.156853536,chubby
414,温良,2.62962963,1,5,赞扬,0.809209208,0.063769136,0.273966948,-0.150327419,-0.328208347,gentle
415,庸碌,3.638888889,2,3,贬责,-0.758720986,-0.165148845,-0.930605588,0.484656259,-0.592695931,mediocre
416,宽宏,3.509259259,1,5,赞扬,0.004622455,-0.535839582,-0.517228661,0.486113437,-0.329065433,magnanimous
417,下贱,2.425925926,2,9,贬责,-0.192795369,0.223888848,-0.465173198,0.598094883,0.27355465,lowly
418,颓唐,3.537037037,2,5,贬责,-0.528467634,-0.211665489,-0.773512196,0.225117231,0.058393355,decadent
419,文气,3.351851852,1,5,赞扬,0.585999205,0.258681327,0.384824622,0.242009621,-0.367264154,gentle
420,强横,3.787037037,2,5,贬责,-0.571303766,-0.952028,-0.455110601,0.118607973,-0.200041853,strong
421,颓丧,3.555555556,2,1,烦闷,0.507657222,0.05155371,-0.532562252,0.339181972,0.145475088,decadent
422,怯弱,2.777777778,2,5,贬责,0.929774205,0.393060609,0.050780531,-0.179833496,-0.323623074,timid
423,滑头,3.925925926,2,5,贬责,-0.773729653,0.435697874,-0.403185773,-0.025117979,0.11864282,slick
424,目不识丁,3.092592593,2,3,贬责,0.7085258,-0.338197596,0.2174505,0.055770159,-0.111306109,illiterate
425,六亲不认,3.175925926,2,9,贬责,-0.850619966,-0.707548449,-0.850605327,0.021561457,0.457716175,unrecognizable
426,婆婆妈妈,3.287037037,2,3,贬责,-0.099939571,0.683736046,-0.496732622,0.670183702,-0.209402248,motherly
427,诡诈,3.611111111,2,7,贬责,0.679092147,-0.5290692,-0.547859363,0.151093318,-0.385555301,deceitful
428,宽宏大量,3.5,1,7,赞扬,-0.19303902,-0.617502878,0.035170012,-0.272591111,-0.337887743,generous
429,朴质,3.148148148,1,5,赞扬,0.4969726,0.057570436,0.149114757,0.219982807,-0.18373785,simple and unpretentious
430,慈和,2.75,1,5,赞扬,0.708697304,0.366545026,0.938105705,0.140986612,0.01889264,kind and gentle
431,冷若冰霜,2.212962963,2,1,贬责,0.52882622,0.605100134,-0.065397575,0.402289832,-0.011582198,cold as ice
432,小家子气,2.740740741,2,5,贬责,-0.698687114,0.72037535,-0.214524381,0.690575793,-0.247376095,small-minded
433,羞答答,1.666666667,0,3,羞,0.174317424,0.173267789,0.211878779,0.610225461,0.120125259,shy
434,矫捷,3.490740741,1,5,赞扬,-1.414066026,-0.645801676,0.436198378,0.431253436,-0.09676452,quick-witted
435,知趣,2.981481481,1,5,赞扬,-0.48166255,-0.27460167,0.009300704,0.212923648,-0.169475169,tactful
436,爽直,3.194444444,1,5,赞扬,0.382711218,-0.177686548,0.082661366,0.11060903,-0.333664659,straightforward
437,骄矜,1.972222222,2,7,贬责,0.753706967,-0.267878884,-0.517545715,0.149516807,-0.492772609,arrogant
438,见钱眼开,3.111111111,2,7,贬责,-0.582766378,-0.280988657,-0.458285051,0.150310021,0.148246552,money-minded
439,清俊,4.101851852,1,5,赞扬,-0.049199316,0.570597444,0.772214296,0.338524491,-0.246725407,handsome
440,羞羞答答,1.62962963,0,1,羞,0.388509177,-0.195713636,-0.16341662,0.09428969,0.057981909,shy
441,口蜜腹剑,3.185185185,2,7,贬责,-0.548881907,-0.198484023,-0.313698732,0.273555171,-0.085060691,shy
442,羞赧,2.37037037,0,1,羞,-0.652675767,-0.014809165,0.039531959,0.619460556,-0.121479656,blushing
443,优柔,2.462962963,2,3,贬责,-0.341990602,0.170922676,-0.102537626,0.165772213,-0.066534655,gentle
444,挚诚,3.138888889,1,7,赞扬,-1.131740725,0.018329341,-0.11211674,0.221527406,0.044150244,sincere
