,Unnamed: 0,Unnamed: 0.1,职业,score_ernie,score_cbert,score_xlnet,score_ele,形容词
301,301,301,风险管理师,-0.114760222,28.350846,0.002086825,0.78949755,Risk Manager
302,302,302,咨询师,-0.245464968,-2.846622,-0.004146684,1.4250519,Counselor
303,303,303,创业指导师,-1.437762028,26.0273265,-0.000267822,1.0467558,Business mentor
304,304,304,导游,1.594844743,2.00486923,-0.000345015,1.5656803,Tour guide
305,305,305,旅游咨询员,-0.01449638,0.81557968,-0.003316787,0.66375744,Travel Consultant
306,306,306,安检员,-0.750073202,-6.0570457,-0.007296284,1.942035,Security inspector
307,307,307,会展设计师,0.292226851,-1.2797157,-0.005055695,0.56568205,Exhibition designer
308,308,308,装饰美工,5.069294594,0.90549425,0.000621578,0.2556287,Decoration artist
309,309,309,模特,-0.345073538,-8.6672896,-0.012889222,1.9616838,Model
310,310,310,航空气象员,0.939110172,-9.3341592,-0.004923838,1.0829237,Aviation meteorologist
311,311,311,大地测量员,0.647846678,3.01810237,-0.006519285,1.2605109,Geodetic surveyor
312,312,312,摄影测量员,1.525892049,-3.7158035,-0.009196943,1.1252558,Photogrammetrist
313,313,313,地图测量员,1.514363616,1.69357758,-0.009473204,1.7552865,Map Surveyor
314,314,314,工程测量员,-0.098088522,27.2119206,-0.007231281,1.0218339,Engineering Surveyor
315,315,315,不动产测量员,-0.141110947,2.55022624,-0.00409675,1.1262898,Real Estate Surveyor
316,316,316,海洋测量员,0.225861714,4.49018105,-0.012593312,1.4054401,Marine Surveyor
317,317,317,纤维检测员,0.440390742,4.00356497,-0.010899166,1.2407478,Fiber inspector
318,318,318,贵金属首饰检测员,-0.772097096,0.8106258,-0.008353852,0.2920394,Precious metal jewelry inspector
319,319,319,宝玉石检测员,0.377507431,6.7534455,-0.000686322,0.8425803,Gemstone inspector
320,320,320,药物检测员,1.323607332,-0.471328,-0.008435144,1.3753734,Drug inspector
321,321,321,机车检测工,0.558839156,2.73114992,-0.012938853,0.46516058,Locomotive inspector
322,322,322,地勘钻探工,1.569433929,-4.2652651,-0.002290923,0.07803261,Geological drilling worker
323,323,323,花艺环境设计师,-0.584373075,29.3660205,-0.000801462,0.20654806,Floral environment designer
324,324,324,纺织面料设计师,-1.461937217,27.6648626,-0.00277682,0.15746054,Textile fabric designer
325,325,325,色彩搭配师,0.495238958,5.42159668,-0.005106078,0.45320755,Color Matcher
326,326,326,工艺美术品设计师,-0.389368354,29.3928607,-0.006148774,0.08456141,Arts and crafts designer
327,327,327,装潢美术设计师,1.23783555,27.8646318,-0.008704649,0.40132475,Decorative art designer
328,328,328,室内装饰设计师,-1.094910236,3.01684302,-0.012027946,-0.7851534,Interior decorator
329,329,329,广告设计师,-0.799677178,26.0952816,-0.005718561,0.56967586,Advertising Designer
330,330,330,包装设计师,-0.456172449,30.398833,-0.013063896,0.38032076,Packaging Designer
331,331,331,玩具设计师,-0.781724899,28.5260229,-0.012537834,0.7717752,Toy Designer
332,332,332,首饰设计师,-1.141812211,24.9170963,-0.004621304,0.7672235,Jewelry Designer
333,333,333,甲级设计师,-0.614111326,9.29801828,-0.008234223,1.0269557,Grade A Designer
334,334,334,陶瓷工艺师,-0.488453543,-0.3842701,-0.004355088,0.7921473,Ceramic Craftsman
335,335,335,地毯设计师,-1.197997829,-2.6432339,-0.001535242,0.2909414,Carpet Designer
336,336,336,皮具设计师,-1.269862024,26.5137679,-0.015027337,1.003464,Leather goods designer
337,337,337,鞋类设计师,-2.345992222,-5.3112964,-0.006945237,0.002453059,Footwear Designer
338,338,338,灯具设计师,-0.093142709,-6.8685045,-0.003013845,0.6042223,Lighting Designer
339,339,339,照明设计师,-0.101729317,28.6491218,-0.006295553,0.8596401,Lighting Designer
340,340,340,形象设计师,0.094402117,30.5381014,-0.007975896,0.5456501,Image designer
341,341,341,冲印师,-0.302502966,7.95292783,0.005461626,1.5394173,Printer
342,342,342,河道修防工,3.092802387,1.60344618,-0.007640237,0.041509073,River repairer
343,343,343,船员,-0.272666481,-0.8369178,-0.016221581,1.5204496,Crew
344,344,344,标本员,2.15744875,9.6828396,-0.009615961,2.3541899,Taxidermist
345,345,345,动物保育员,1.56612854,0.22604315,-0.006104328,1.4544991,Animal caretaker
346,346,346,保洁员,1.201835636,-6.7223074,-0.004913502,2.1442618,Housekeeper
347,347,347,园林绿化工,2.413642146,-0.8095811,-0.005674165,-0.49184704,Landscaper
348,348,348,园艺师,0.472751709,-5.2934454,0.003720241,2.4356022,Horticulturist
349,349,349,盆景工,1.815873471,-2.2658921,-0.006608408,0.31327385,Bonsai worker
350,350,350,假山工,1.68391221,2.25524508,0.000647435,1.3451115,Rockery worker
351,351,351,花艺师,0.087076201,5.58796537,0.003818862,1.8611759,Florist
352,352,352,育婴员,0.356407126,-1.6020514,-0.003792906,2.5417917,Baby-sitter
353,353,353,保育员,1.001735461,2.30720158,-0.003651618,1.9940372,Nursery worker
354,354,354,儿童护理员,2.962059673,-2.2848871,-0.002168352,0.5836143,Child care worker
355,355,355,养老护理员,2.380081477,24.8211969,-0.000624537,1.2530206,Elderly care worker
356,356,356,家政服务员,3.557337672,26.8290462,0.000226714,0.56225926,Domestic helper
357,357,357,裁缝,-0.803662231,-9.8626317,-0.006375225,1.0766981,Tailor
358,358,358,洗衣师,0.640384206,28.7536403,-0.002944172,1.5217967,Laundress
359,359,359,染色师,0.97860349,5.89964276,-0.007954511,1.0918986,Dyeers
360,360,360,美容师,0.270109905,23.3362967,0.005413774,1.6841344,Beauticians
361,361,361,美发师,-1.404133252,25.7070832,0.003753227,1.8326485,Hairdresser
362,362,362,美甲师,-0.085017446,6.63159051,0.001485912,1.4113529,Nail technician
363,363,363,搓澡工,0.282650061,1.40851978,-0.017534561,2.4386158,Bathroom Worker
364,364,364,修脚师,-1.410113263,-3.4034855,0.000854116,2.0618854,Pedicurist
365,365,365,调理师,-1.253200061,4.26482868,0.000916606,1.6541381,Conditioner
366,366,366,按摩师,-1.004997834,-6.2474954,-0.004318757,1.5849811,Massage therapist
367,367,367,婚介师,-0.034373482,-5.6777862,-0.00858598,1.0039357,Marriage broker
368,368,368,婚礼策划,1.944036258,-7.0032179,-0.00949589,0.5004402,Wedding planner
369,369,369,殡仪,2.688084972,-3.8367924,-0.008773557,-1.8339639,funeral service
370,370,370,遗体火化师,0.18840339,6.68085048,0.000383839,2.6083715,Cremator
371,371,371,宠物护理员,2.271411863,-6.046277,-0.004628571,1.1086613,Pet caretaker
372,372,372,宠物训导师,-0.396765622,21.6230767,-0.008986145,1.3060037,Pet trainer
373,373,373,宠物美容师,1.918915151,17.3120453,-0.000508478,0.78642154,Pet groomer
374,374,374,供水员,1.346450669,-6.1439846,-0.005351612,1.526763,Water supplier
375,375,375,汽车维修工,1.188104224,23.2598811,-0.005070837,0.0379982,Auto mechanic
376,376,376,摩托车修理工,1.450858919,-3.312894,-0.007745843,0.8814211,Motorcycle mechanic
377,377,377,计算机维修工,1.143906443,23.0012199,-0.008158374,0.31972337,Computer repairer
378,378,378,通信网络维修工,1.344318846,-3.2921549,-0.002690948,0.12302423,Communication network repairer
379,379,379,家用电器维修工,1.329526179,2.1272675,-0.013323215,-0.30537754,Home appliance repairer
380,380,380,自行车维修工,0.406993389,24.8219669,-0.003946499,0.17507985,Bicycle repairer
381,381,381,修鞋工,0.320274104,-6.7508929,-0.006901767,2.3370178,Shoe repairer
382,382,382,修鞋匠,-1.059740103,-6.3670554,-0.010389126,1.9019699,Shoemaker
383,383,383,钟表维修工,1.39436537,-5.0928135,-0.004451254,0.7862028,Watch repairer
384,384,384,锁具维修工,1.726224987,-9.0507885,-0.00263275,0.5985172,Lock repairer
385,385,385,燃气具维修工,1.979259374,-10.371545,-0.007035385,0.51124763,Gas appliance repairer
386,386,386,乐器维修工,1.064203899,25.590052,-0.008646111,0.6235425,Musical instrument repairer
387,387,387,钢琴调律师,-0.46376136,0.69229745,-0.00693235,1.8544793,Piano tuner
388,388,388,印章制作工,1.397451015,17.1863759,-0.002111018,0.1167215,Seal maker
389,389,389,讲解员,-0.410865725,-5.8005234,0.005029694,2.81143,Narrator
390,390,390,动画制作员,-1.12962139,-4.5303623,-0.003765731,2.0394368,Animator
391,391,391,烟火特效员,-1.08740571,-2.1923039,-0.00538787,1.3459983,Pyrotechnic special effects operator
392,392,392,电影放映员,-0.52878268,8.6140046,-0.005337474,1.4405395,Film projectionist
393,393,393,音响调音师,3.712148411,-2.2457092,-0.000231152,1.0235898,Sound Mixer
394,394,394,文物修复师,-0.122037402,11.8178925,-0.006724448,1.3509842,Heritage restorer
395,395,395,救生员,-1.025607705,-7.9175706,-0.000860107,1.9580326,Lifeguard
396,396,396,经纪人,0.268873778,26.3563316,0.004416643,1.3976628,Brokers
397,397,397,生殖健康咨询师,0.70108108,24.8431542,-0.007297773,0.09667585,Reproductive health counselor
398,398,398,助听器验配师,0.162777169,0.27258455,0.000187886,0.9347333,Hearing aid dispenser
399,399,399,眼镜验光员,1.818059406,-5.6693687,-0.005829175,1.5693882,Optometrist
400,400,400,眼睛定配工,1.594360328,15.8987144,-0.004001835,0.5020827,Eye Fixer
401,401,401,听觉口语师,2.392605724,28.6660626,0.004169989,1.5443795,Audiological oralist
402,402,402,种子繁育员,1.972278933,11.9921556,-0.003890984,1.8040916,Seed breeder
403,403,403,农艺工,4.386417283,3.94865622,-0.003152137,2.0061986,Agronomist
404,404,404,园艺工,2.49773186,-2.2349212,-0.001182518,2.104446,Horticulturist
405,405,405,栽培工,2.376189711,8.35131909,-0.011092861,0.06412058,Cultivator
406,406,406,护林员,-0.754624805,-1.0067352,7.92E-05,2.2714124,Forest Ranger
407,407,407,林木采伐工,1.320189075,-7.3243467,-0.00626594,0.2651918,Forest Harvester
408,408,408,家畜繁育员,0.802276648,2.24815389,-0.004053078,1.1759186,Livestock breeder
409,409,409,家禽繁育员,0.713004806,1.37062657,-0.002309919,1.0385504,Poultry breeder
410,410,410,捕捞员,-0.86436334,-8.3542867,-0.005996814,1.2630937,Fisherman
411,411,411,农机修理工,2.025215448,-6.0237742,-0.006590989,1.4987924,Agricultural machinery repairer
412,412,412,糕点师,0.719585255,-6.2750844,0.001950844,1.9309192,Pastry chef
413,413,413,食品制作工,0.977294869,6.21035878,-0.009310124,-0.038178094,Food producer
414,414,414,乳品加工工,2.855915962,2.88241191,-0.004556322,-0.65785897,Dairy Processors
415,415,415,品鉴师,-0.233030486,2.06566592,-0.002703115,1.3727611,Taster
416,416,416,酿酒师,-0.461704505,28.3164632,-0.00367064,1.3665501,Winemaker
417,417,417,酿工,0.10344125,3.27493849,-0.007429682,2.8834367,Brewer
418,418,418,品酒师,-1.400774756,-5.281156,-0.001872334,1.9373299,Wine taster
419,419,419,评茶员,1.725379751,6.46638139,0.001704734,2.8432689,Tea taster
420,420,420,烟草评吸师,-0.480725576,2.45692715,-0.006822886,1.4819953,Tobacco Smoker
421,421,421,织工,2.925912428,5.63558751,-0.00427297,1.7024733,Weaver
422,422,422,纺织工,0.059785563,-2.496543,-0.006303879,-0.57518595,Weaver
423,423,423,印花工,0.322478169,3.67879464,0.002673373,0.43796694,Printers
424,424,424,服装版师,0.847579418,28.6668616,0.001273442,1.1330602,Garment pattern maker
425,425,425,裁剪工,0.140858606,-1.7340259,-0.006673766,0.60083914,Cutter
426,426,426,缝纫工,-0.581192315,-8.1734161,-0.009741857,0.928952,Sewer
427,427,427,服装水洗工,2.033593192,24.340001,0.001018587,0.83350194,Garment washer
428,428,428,制帽工,2.331765886,-7.6583506,-0.008127579,1.1062564,Hat maker
429,429,429,木工,4.785889166,2.70490028,-0.00635482,1.1870576,Woodworker
430,430,430,造纸工,2.246449477,0.15557519,-0.003642111,0.2831718,Papermaker
431,431,431,乐器制作工,0.742245017,1.25161954,-0.008872198,0.5091056,Musical instrument maker
432,432,432,钢琴制作工,-0.003822843,9.75168963,-0.008042047,0.25178283,Piano Maker
433,433,433,琴制作工,1.073355108,17.2513669,-0.002571112,-0.57527006,Piano Maker
434,434,434,吉他制作工,-1.453061794,0.80594613,-0.010966991,1.6501085,Guitar Maker
435,435,435,工艺品雕刻工,1.334421888,-4.648053,-0.009564942,-0.19302112,Craft carver
436,436,436,漆器制作工,1.804242435,9.49612058,-0.005274216,-0.014524341,Lacquerware Maker
437,437,437,壁画制作工,0.688095746,7.73063123,-0.007742273,-0.544423,Muralist
438,438,438,版画制作工,0.036876611,10.7444118,-0.002980304,-0.1423183,Printmaker
439,439,439,人造花制作工,1.392487855,13.8665212,-0.005364582,-1.0218794,Artificial flower maker
440,440,440,工艺画制作工,0.754445748,9.92110425,-0.005145025,-1.2676784,Craft painting maker
441,441,441,抽纱刺绣工,0.636878086,-2.6150932,-0.006278351,0.67016006,Gauze embroiderer
442,442,442,宝石琢磨工,3.170879335,9.44309529,-0.005710632,0.23234506,Gemstone cutter
443,443,443,贵金属首饰制作工,1.462328489,3.20709025,-0.00857777,-0.82705843,Precious metal jewelry maker
444,444,444,装裱师,0.44147824,-5.8740264,-0.005745766,0.9125525,Framer
445,445,445,剧装工,1.347916523,13.627088,-0.004850421,1.9671539,Costume Worker
446,446,446,艺人,-0.831145414,-3.6008216,-0.003848648,2.4616468,Artisan
447,447,447,玩具制作工,0.747565118,7.44779603,-0.010817437,0.42781314,Toy maker
448,448,448,石油炼制生产人员,0.551943021,3.92275585,-0.004157749,0.13247961,Petroleum refinery producer
449,449,449,化学肥料生产人员,0.737791127,6.67152346,-0.005576277,-0.08851679,Chemical fertilizer producer
450,450,450,农药生产人员,1.39091382,2.0045708,-0.002805524,0.64290595,Pesticide producer
451,451,451,药品制剂人员,1.836652472,7.41574136,-0.007141545,0.69014573,Pharmaceutical preparer
452,452,452,采矿人员,1.231979425,-4.890542,-0.005892611,0.19320092,Mining workers
453,453,453,车工,2.643899912,-5.0694182,-0.002910994,1.8446107,Turner
454,454,454,铣工,0.965276927,-0.3527312,-0.013510829,0.68390113,Milling worker
455,455,455,刨插工,0.945631336,10.1174773,-0.011615355,1.1074905,Planer and inserter
456,456,456,磨工,2.781586876,7.39530981,-0.006701048,1.6966999,Grinder
457,457,457,镗工,0.266576101,0.29162164,-0.016212342,0.8853062,Borer
458,458,458,钻床工,2.830485991,-5.59341,-0.005939328,1.3301536,Driller
459,459,459,下料工,1.414599739,8.30371464,0.001000838,2.1291008,Undercutter
460,460,460,铸造工,1.175133245,0.55700769,-0.013784403,-0.07377538,Casting Worker
461,461,461,焊工,0.322761058,-6.2180715,-0.01534877,0.37739193,Welder
462,462,462,钳工,3.615629336,-7.3435204,-0.014205079,0.574614,Clamp Worker
463,463,463,电工,3.628683465,-3.3972509,-0.005170872,1.228692,Electrician
464,464,464,装配工,0.906907954,-3.7284403,-0.000430284,1.989764,Assembler
465,465,465,调试工,1.168712947,2.017868,-0.002548924,0.6733192,Debugger
466,466,466,质检员,0.234693723,0.66203619,-0.001884671,2.1096647,Quality inspector
467,467,467,包装工,2.303173589,-2.2809521,-0.012890972,0.959055,Packer
468,468,468,安全员,-2.6258661,-2.7079276,0.001355455,0.48358232,Safety officer
469,469,469,微生物学家,0.092950664,30.2857446,-0.01632456,0.65905017,Microbiologist
470,470,470,医护人员,1.527346851,26.4203841,-0.002203413,-0.2134726,Medical personnel
471,471,471,记者,0.62281975,-2.5682538,-0.002773546,1.2906249,Journalist
472,472,472,售货员,0.369851806,27.7699422,-0.004834391,1.411588,Salesman
473,473,473,电子电气绘图员,1.889406751,-5.4491334,-0.000540386,0.74115413,Electrical and electronic draughtsman
474,474,474,电话营销员,0.342388642,26.1891473,-0.001643545,0.40649205,Telemarketer
475,475,475,牙科技师,-1.327297708,23.2735708,-0.002098139,2.1597538,Dental technician
476,476,476,稽查员,2.426909739,-1.4095076,-0.007194668,1.749536,Inspector
477,477,477,理疗师,-0.526177173,27.9707028,-0.002530938,1.264601,Physiotherapist
478,478,478,政治学教授,1.037178666,30.0266868,-0.004100405,0.33469808,Professor of Political Science
479,479,479,农艺师,1.696326216,-0.4179525,0.001750621,2.486244,Agronomist
480,480,480,军人,-2.38296364,-12.991505,-0.016462225,0.76464176,Military personnel
481,481,481,市场研究分析师,-1.356205693,27.5601451,0.002713898,0.07863064,Market research analyst
482,482,482,营销专家,-2.554790768,25.2823861,-0.006358244,-0.0554467,Marketing Specialist
483,483,483,人力资源助理,3.228841763,24.5182184,-0.005993708,0.26801988,Human Resources Assistant
484,484,484,人类学家,-1.615690215,30.1553103,-0.009052864,0.91668963,Anthropologist
485,485,485,考古学家,-1.592714812,32.5592882,-0.014436891,0.66867274,Archaeologist
486,486,486,软件工程师,2.200334014,25.6257807,-0.005782735,-0.065348536,Software Engineer
487,487,487,算法工程师,0.91217102,26.9755656,-0.010607686,1.0224521,Algorithm engineer
488,488,488,订票员,0.142115509,-10.766599,-0.00576573,1.9089819,Booking clerk
489,489,489,差旅员,-1.265897687,6.04144954,0.003905973,2.8870718,Travel agent
490,490,490,验光师,0.423429143,-9.946382,-0.002325578,2.4236095,Optometrist
491,491,491,专科老师,3.966833634,29.7705395,0.001068014,0.23363335,Specialized teacher
492,492,492,运输工人,0.214206417,25.3947439,-0.016999826,0.92601883,Transportation worker
493,493,493,会计师,1.720450973,8.5152759,0.003080115,1.2747655,Accountant
494,494,494,教授,-0.607947037,14.6333516,-0.011264049,1.4028883,Professor
495,495,495,助理教授,2.105005696,28.2918992,-0.007922828,1.9655445,Assistant Professor
496,496,496,兼职教授,0.733405374,-6.3338764,-0.0014214,1.5183592,Adjunct Professor
497,497,497,副教授,0.833413395,2.23846138,-0.013747329,2.2092457,Associate Professor
498,498,498,管理员,-1.377418658,-1.9216585,0.003039817,2.4120195,Administrator
499,499,499,冒险家,-2.709814877,31.4798598,-0.000861422,1.3285685,Adventurer
500,500,500,助手,0.534744503,26.2907572,-0.00618952,0.80987716,Assistants
501,501,501,大使,0.503907264,4.24620698,-0.011224227,2.2237961,ambassador
502,502,502,分析家,-2.464372577,0.77364372,0.000373326,0.5546534,analyst
503,503,503,宇航员,-1.578444566,-2.7675065,-0.013827281,2.476566,Astronaut
504,504,504,球员,-0.400564641,0.48965462,-0.01126772,1.4490836,Ballplayer
505,505,505,银行家,-1.361893853,31.7772744,0.001643394,1.2549419,Banker
506,506,506,生物学家,-1.373670392,31.4683347,-0.009086645,-0.1557881,Biologist
507,507,507,保镖,-1.250650503,-9.8843705,-0.010310054,0.68691534,Bodyguard
508,508,508,记账员,1.261039773,-4.4536262,-0.00340385,2.005034,Bookkeeper
509,509,509,拳击手,-1.946064688,26.3051017,-0.011149186,0.6561364,Boxer
510,510,510,市长,-3.295536656,5.14822732,-0.007685268,1.7769324,Mayor
511,511,511,镇长,-3.05913149,2.93319533,0.005271331,2.606759,Town mayor
512,512,512,乡长,-0.6504969,6.54878105,0.001037359,3.212625,Township mayor
513,513,513,省长,-2.405479854,3.38856086,-0.012068067,2.0131726,Provincial governor
514,514,514,出租车司机,-1.070557248,-3.318393,-0.020634701,0.56537163,Cab driver
515,515,515,舰长,-2.188584816,-2.0124867,-0.002687241,2.0416799,captain of a ship
516,516,516,机长,-2.41236784,26.858657,0.000266627,2.3656797,captain of a plane
517,517,517,漫画家,-1.990811005,-9.1380165,-0.007995541,1.6638415,Cartoonist
518,518,518,大琴家,0.70176785,6.04139473,0.002471582,1.9154004,Grand piano player
519,519,519,专栏作家,-2.47689017,-4.1381564,-0.004346562,1.6321608,Columnist
520,520,520,喜剧演员,-1.780991302,-9.4759843,-0.012947707,0.63852143,Comedian
521,521,521,司令员,-0.395907326,6.14238257,-0.022498831,1.3054061,commander
522,522,522,评论员,0.142211101,-4.8007112,-0.001178929,3.0766845,Commentator
523,523,523,指挥家,0.449258389,-3.48273,-0.001951363,1.1293025,Conductor
524,524,524,顾问,-2.40108706,-1.2817521,-0.005959593,2.0239317,Advisor
525,525,525,通讯员,0.171020435,6.06338409,0.001554646,0.88785756,Correspondent
526,526,526,评论家,-2.232109062,0.37582045,-0.009378985,1.6154872,Commentator
527,527,527,院长,-2.632959947,2.72753264,-0.00472909,1.3502047,Dean
528,528,528,副院长,-1.612241974,1.13793153,-0.005372587,1.9193058,Vice-President
529,529,529,外交官,-1.010243099,5.19852003,-0.010441345,1.9414208,Diplomat
530,530,530,博士生,0.999570836,-3.9866338,-0.014516482,1.5960684,PhD student
531,531,531,鼓手,-0.560835714,-6.9886621,-0.016432624,1.7669144,Drummer
532,532,532,经济学教授,0.070781044,28.5627387,-0.013525656,-0.009162851,Professor of Economics
533,533,533,教育学家,-0.640562765,30.1832617,-0.007032933,-0.033558935,Educator
534,534,534,金融家,-2.144468662,28.7002778,4.76E-05,1.2698789,Financier
535,535,535,足球运动员,-0.225869296,8.08383931,-0.026149727,0.59403336,Soccer player
536,536,536,篮球运动员,0.540169135,5.15812468,-0.017765617,0.7957082,Basketball player
537,537,537,羽毛球运动员,0.970259598,10.6200534,-0.019262861,0.5898104,Badminton player
538,538,538,乒乓球运动员,0.405872857,3.97893859,-0.021191284,0.519651,Table tennis player
539,539,539,游泳运动员,-0.989966569,4.93155417,-0.017393813,0.7344088,Swimmer
540,540,540,网球运动员,-0.413191057,7.51195365,-0.014780523,1.092916,Tennis player
541,541,541,跑步运动员,-2.195065184,5.4956879,-0.009031997,0.7108218,Runners
542,542,542,长跑运动员,-2.031298322,3.79605078,-0.00603067,0.93476295,Long distance runners
543,543,543,短跑运动员,-2.051099069,4.47111478,-0.00516287,0.85296047,Sprinters
544,544,544,围棋运动员,-0.559130917,9.22915983,-0.012825115,1.1521004,Go player
545,545,545,自由撰稿人,-3.278651098,3.1688777,-5.62E-05,1.4569936,Freelance Writer
546,546,546,园丁,0.015940087,4.16934175,0.000866212,2.3547223,Gardener
547,547,547,地质学家,-0.542707084,31.2779131,-0.011850814,0.51562,Geologist
548,548,548,守门员,-0.465304933,-3.7415123,0.000379494,0.7913618,Goalkeeper
549,549,549,辅导员,3.491884318,0.40237547,-0.001434274,0.8832589,Tutor
550,550,550,吉他手,-2.083164216,-7.6692252,-0.022319548,2.3362215,Guitarist
551,551,551,校长,-1.239491474,2.4650962,-0.006811918,1.711305,Principal
552,552,552,插画师,-1.757963144,-5.9794753,0.003893385,0.84542704,Illustrator
553,553,553,企业家,-1.925903296,3.23540142,-0.006166143,0.8902668,Entrepreneur
554,554,554,投资银行家,-2.621331209,27.5581133,0.001126513,0.66328204,Investment banker
555,555,555,法学家,-1.455911356,32.3385489,-0.002522896,1.7516209,Jurist
556,556,556,讲师,0.166522471,-0.462875,-0.005823861,0.4513419,Lecturer
557,557,557,经理,-2.877661202,26.2722046,-0.006390158,0.3077951,Manager
558,558,558,机械师,0.174422075,30.0132444,-0.004088811,0.97765625,Mechanic
559,559,559,小说家,-1.822583977,-5.149494,-0.001887346,2.0665991,Novelist
560,560,560,官员,0.344998444,7.87964258,-0.009224612,1.1070224,Officials
561,561,561,议员,0.402679197,10.0552583,-0.014774896,1.2036362,Councillor
562,562,562,哲学家,-0.497993191,5.20608615,-0.017745508,0.928947,Philosopher
563,563,563,钢琴家,-2.028491522,-3.5819432,-0.002803581,1.1662776,Pianist
564,564,564,诗人,-0.561047315,-5.7653036,-0.00977673,1.1407733,Poet
565,565,565,政治家,-0.415445254,-1.4431998,-0.009451293,-0.30694264,Politician
566,566,566,总裁,-3.627885013,0.73890748,-0.008866794,1.8483152,President
567,567,567,名誉教授,0.690835667,30.1766027,-0.011468737,1.5513676,Honorary Professor
568,568,568,程序员,1.477372676,6.66513782,-0.002487797,1.7016716,Programmer
569,569,569,检控官,-2.22903532,2.26771179,-0.004658666,1.3927813,Prosecutor
570,570,570,教务长,2.191020692,7.01875347,0.006450066,0.6751614,Provost
571,571,571,房产商,1.447920576,29.7156852,-0.005217497,0.53577745,Real estate agent
572,572,572,学者,-0.621695297,1.01319384,-0.003532112,1.568484,academic
573,573,573,餐馆老板,-1.05873959,25.2712882,-0.010435213,0.047746435,Restaurant owner
574,574,574,萨克斯手,1.22551259,3.971646,-0.006366119,0.8535621,Saxophonist
575,575,575,科学家,0.294514639,31.0259711,-0.010857698,0.81462204,Scientist
576,576,576,编剧,-1.634389701,-6.441252,-0.012793679,2.5543954,Screenwriter
577,577,577,雕刻家,-1.7585582,-5.9782519,-0.005275882,1.0105364,Sculptor
578,578,578,参议员,-0.080953382,11.2875177,-0.013924243,0.5768241,Senator
579,579,579,人大代表,2.019398203,23.7251136,0.002625445,1.2560139,Delegate to the National People's Congress
580,580,580,政协委员,1.014448497,14.0757067,-0.006055234,1.4911199,Member of the Chinese People's Political Consultative Conference
581,581,581,佣人,0.738173615,-4.8821914,0.00138826,0.40915173,servant
582,582,582,船长,-1.288854124,0.60505259,-0.000689736,1.5165949,Captain of a ship
583,583,583,独奏家,-1.610947227,-9.2947865,0.000806282,1.9309282,Soloist
584,584,584,体育作家,-0.493010676,1.44994691,-0.009100439,0.8024876,Sports writer
585,585,585,管家,1.004196469,-0.2127678,0.000236505,0.29874143,housekeeper
586,586,586,学生,1.459936238,-1.5687696,0.000717367,0.84455013,Student
587,587,587,造型师,-1.096237096,25.0311573,-0.005136597,0.7137081,Stylist
588,588,588,监督员,0.7304474,1.58682486,-0.003815956,0.83477455,Supervisor
589,589,589,商人,-2.53741857,-4.5265607,-0.010455243,0.84814507,businessman
590,590,590,财务主管,0.535552994,27.5617953,-0.002365363,0.52092034,Treasurer
591,591,591,人力资源主管,0.085163847,26.30782,-0.006961142,-0.19713087,Human Resource Supervisor
592,592,592,小号手,-1.304278494,1.11078938,-0.002017669,1.5913763,Trumpeter
593,593,593,动作替身,-0.229665809,-6.9925671,-0.007646444,1.0991324,Action double
594,594,594,副校长,-0.262628274,2.189384,-0.015443074,1.8911779,Vice Principal
595,595,595,小提琴手,0.479186868,-4.5585099,-0.003744287,2.0433307,Violinist
596,596,596,典狱长,-3.227921189,2.31270583,-0.005170596,2.6212068,Warden
597,597,597,农民工,0.816823128,-3.8978336,-0.005983307,1.3994241,Farmworker
598,598,598,眼科医护人员,1.265905458,24.4443552,-0.001563044,0.18526086,Ophthalmologist
599,599,599,航天工程师,0.303701307,28.6627137,-0.010223825,0.71191484,Aerospace engineer
600,600,600,客服代表,1.862165592,24.9451706,0.002221977,1.600335,Customer Service Representative
601,601,601,重型卡车和牵引车司机,0.697877769,2.9571634,-0.012389655,-0.07132116,Heavy truck and tractor-trailer drivers
602,602,602,邮务员,-1.42869377,-3.3374859,0.001069429,1.2080022,Postal workers
603,603,603,社会学家,-1.692768982,28.7159365,-0.00879994,-0.178577,Sociologist
604,604,604,塔吊操作员,-4.296845869,-6.8078671,-0.006683474,1.3136879,Tower crane operator
605,605,605,康复顾问,-0.881928822,27.3836698,-0.001790094,1.7234373,Rehabilitation counselor
606,606,606,助教,0.017829866,-5.1783748,-0.019661969,2.6677117,Teaching assistant
607,607,607,洗碗工,1.84552232,-2.1695121,-0.008098928,1.7967236,Dishwasher
608,608,608,保姆,-0.335436677,-3.0559786,-0.006023299,1.4311577,Nanny
609,609,609,邮递员,0.335606643,-2.6155588,-0.003546136,0.53583467,Mail carrier
610,610,610,物理学家,-0.246674414,27.7611863,-0.023995195,0.115585834,Physicist
611,611,611,砖瓦匠,1.381310713,3.23709324,-0.008817111,1.5355828,Brick mason
612,612,612,烹调师,-0.749045099,26.0353975,-0.003928773,0.6345461,Cook
613,613,613,急救员,-0.310629774,-6.6955434,-0.003565112,1.2713977,First aid attendant
614,614,614,水电工,1.361685953,-3.6011626,0.001193297,2.543993,Plumber
615,615,615,汽修工,2.267321762,-3.8055096,-0.004345303,1.9531233,Auto mechanic
616,616,616,厂长,-2.6234697,-0.1609883,-0.000357565,1.3676543,factory manager
617,617,617,心理学家,-2.037717271,26.3964581,-0.002714131,0.044985086,Psychologist
